device_id,date_time,flow
1,2021-07-28 15:50:06,0.325
1,2021-07-28 16:00:06,0.0
1,2021-07-28 16:55:06,0.362
1,2021-07-28 16:58:06,0.0
1,2021-07-28 17:19:06,0.375
1,2021-07-28 17:24:06,0.0
1,2021-07-28 17:34:06,0.393
1,2021-07-28 17:48:06,0.0
1,2021-07-28 18:17:06,0.285
1,2021-07-28 18:30:06,0.0
1,2021-07-28 18:45:06,0.267
1,2021-07-28 18:55:06,0.4
1,2021-07-28 18:59:06,0.0
1,2021-07-28 19:13:06,0.204
1,2021-07-28 19:28:06,0.0
1,2021-07-28 19:43:06,0.319
1,2021-07-28 19:56:06,0.0
1,2021-07-28 20:03:06,0.7
1,2021-07-28 20:13:06,0.0
1,2021-07-28 20:15:06,0.7
1,2021-07-28 20:17:06,0.956
1,2021-07-28 20:25:06,0.256
1,2021-07-28 20:27:06,0.7
1,2021-07-28 20:37:06,0.0
1,2021-07-28 20:39:06,0.7
1,2021-07-28 20:49:06,0.0
1,2021-07-28 20:56:06,0.332
1,2021-07-28 21:03:06,0.0
1,2021-07-28 21:06:06,0.321
1,2021-07-28 21:18:06,0.0
1,2021-07-28 21:37:06,0.224
1,2021-07-28 21:50:06,0.0
1,2021-07-28 22:10:06,0.4
1,2021-07-28 22:14:06,0.0
1,2021-07-28 22:46:06,0.383
1,2021-07-28 22:54:06,0.0
1,2021-07-28 23:02:06,0.272
1,2021-07-28 23:05:06,0.0
1,2021-07-28 23:56:06,0.311
1,2021-07-29 00:06:06,0.0
1,2021-07-29 01:01:06,0.314
1,2021-07-29 01:09:06,0.0
1,2021-07-29 01:29:06,0.4
1,2021-07-29 01:33:06,0.0
1,2021-07-29 01:42:06,0.307
1,2021-07-29 01:53:06,0.0
1,2021-07-29 02:43:06,0.272
1,2021-07-29 02:47:06,0.0
1,2021-07-29 03:31:06,0.271
1,2021-07-29 03:35:06,0.0
1,2021-07-29 04:15:06,0.223
1,2021-07-29 04:19:06,0.0
1,2021-07-29 04:50:06,0.398
1,2021-07-29 05:02:06,0.0
1,2021-07-29 05:16:06,0.277
1,2021-07-29 05:19:06,0.677
1,2021-07-29 05:23:06,0.277
1,2021-07-29 05:28:06,0.0
1,2021-07-29 06:13:06,0.201
1,2021-07-29 06:16:06,0.0
1,2021-07-29 06:25:06,0.357
1,2021-07-29 06:40:06,0.0
1,2021-07-29 06:55:06,0.318
1,2021-07-29 06:58:06,0.0
1,2021-07-29 07:10:06,0.248
1,2021-07-29 07:17:06,0.0
1,2021-07-29 07:23:06,0.321
1,2021-07-29 07:27:06,0.0
1,2021-07-29 07:33:06,0.378
1,2021-07-29 07:38:06,0.0
1,2021-07-29 08:05:06,0.355
1,2021-07-29 08:09:06,0.0
1,2021-07-29 08:19:06,0.369
1,2021-07-29 08:25:06,0.0
1,2021-07-29 09:04:06,0.4
1,2021-07-29 09:08:06,0.0
1,2021-07-29 09:10:06,0.274
1,2021-07-29 09:20:06,0.0
1,2021-07-29 10:20:06,0.239
1,2021-07-29 10:30:06,0.0
1,2021-07-29 10:45:06,0.371
1,2021-07-29 11:00:06,0.0
1,2021-07-29 11:41:06,0.337
1,2021-07-29 11:46:06,0.0
1,2021-07-29 12:12:06,0.247
1,2021-07-29 12:20:06,0.0
1,2021-07-29 12:58:06,0.4
1,2021-07-29 13:02:06,0.0
1,2021-07-29 13:18:06,0.357
1,2021-07-29 13:31:06,0.0
1,2021-07-29 14:09:06,0.208
1,2021-07-29 14:22:06,0.0
1,2021-07-29 14:29:06,0.323
1,2021-07-29 14:43:06,0.0
1,2021-07-29 15:27:06,0.568
1,2021-07-29 15:35:06,0.0
1,2021-07-29 15:42:06,0.236
1,2021-07-29 15:48:06,0.0
1,2021-07-29 15:58:06,0.239
1,2021-07-29 16:12:06,0.0
1,2021-07-29 16:19:06,0.4
1,2021-07-29 16:23:06,0.0
1,2021-07-29 16:53:06,0.206
1,2021-07-29 17:08:06,0.0
1,2021-07-29 17:39:06,0.202
1,2021-07-29 17:53:06,0.0
1,2021-07-29 18:53:06,0.303
1,2021-07-29 19:05:06,0.0
1,2021-07-29 19:41:06,0.781
1,2021-07-29 19:45:06,0.381
1,2021-07-29 19:56:06,0.0
1,2021-07-29 20:08:06,0.355
1,2021-07-29 20:16:06,0.0
1,2021-07-29 21:11:06,0.372
1,2021-07-29 21:18:06,0.0
1,2021-07-29 21:55:06,0.335
1,2021-07-29 22:09:06,0.0
1,2021-07-29 22:41:06,0.7
1,2021-07-29 22:51:06,0.0
1,2021-07-29 22:53:06,0.7
1,2021-07-29 22:54:06,1.0
1,2021-07-29 22:56:06,0.7
1,2021-07-29 23:03:06,0.0
1,2021-07-29 23:05:06,0.7
1,2021-07-29 23:15:06,0.0
1,2021-07-29 23:17:06,0.7
1,2021-07-29 23:27:06,0.0
1,2021-07-29 23:34:06,0.343
1,2021-07-29 23:38:06,0.0
1,2021-07-30 00:22:06,0.344
1,2021-07-30 00:34:06,0.0
1,2021-07-30 00:36:06,0.4
1,2021-07-30 00:40:06,0.0
1,2021-07-30 00:56:06,0.284
1,2021-07-30 00:58:06,0.0
1,2021-07-30 00:59:06,0.297
1,2021-07-30 01:10:06,0.0
1,2021-07-30 01:37:06,0.283
1,2021-07-30 01:39:06,0.0
1,2021-07-30 02:35:06,0.318
1,2021-07-30 02:38:06,0.0
1,2021-07-30 02:51:06,0.29
1,2021-07-30 03:05:06,0.0
1,2021-07-30 03:38:06,0.269
1,2021-07-30 03:49:06,0.0
1,2021-07-30 04:12:06,0.344
1,2021-07-30 04:19:06,0.0
1,2021-07-30 04:28:06,0.309
1,2021-07-30 04:30:06,0.709
1,2021-07-30 04:34:06,0.309
1,2021-07-30 04:43:06,0.0
1,2021-07-30 04:55:06,0.249
1,2021-07-30 05:09:06,0.0
1,2021-07-30 05:52:06,0.339
1,2021-07-30 06:02:06,0.0
1,2021-07-30 07:00:06,0.4
1,2021-07-30 07:13:06,0.0
1,2021-07-30 07:55:06,0.32
1,2021-07-30 08:06:06,0.0
1,2021-07-30 09:00:06,0.386
1,2021-07-30 09:05:06,0.786
1,2021-07-30 09:09:06,0.386
1,2021-07-30 09:12:06,0.0
1,2021-07-30 09:44:06,0.233
1,2021-07-30 09:50:06,0.0
1,2021-07-30 09:59:06,0.328
1,2021-07-30 10:10:06,0.0
1,2021-07-30 11:06:06,0.375
1,2021-07-30 11:17:06,0.0
1,2021-07-30 11:53:06,0.226
1,2021-07-30 12:05:06,0.0
1,2021-07-30 12:48:06,0.624
1,2021-07-30 12:50:06,0.956
1,2021-07-30 13:04:06,0.624
1,2021-07-30 13:12:06,0.0
1,2021-07-30 13:28:06,0.4
1,2021-07-30 13:32:06,0.0
1,2021-07-30 13:36:06,0.211
1,2021-07-30 13:46:06,0.0
1,2021-07-30 14:21:06,0.309
1,2021-07-30 14:29:06,0.0
1,2021-07-30 15:20:06,0.23
1,2021-07-30 15:24:06,0.0
1,2021-07-30 16:21:06,0.204
1,2021-07-30 16:29:06,0.0
1,2021-07-30 17:23:06,0.203
1,2021-07-30 17:28:06,0.0
1,2021-07-30 17:34:06,0.4
1,2021-07-30 17:38:06,0.0
1,2021-07-30 18:27:06,0.238
1,2021-07-30 18:40:06,0.0
1,2021-07-30 19:39:06,0.261
1,2021-07-30 19:47:06,0.0
1,2021-07-30 20:05:06,0.393
1,2021-07-30 20:11:06,0.0
1,2021-07-30 20:50:06,0.4
1,2021-07-30 20:54:06,0.0
1,2021-07-30 21:00:06,0.379
1,2021-07-30 21:09:06,0.0
1,2021-07-30 21:55:06,0.364
1,2021-07-30 22:01:06,0.0
1,2021-07-30 22:20:06,0.388
1,2021-07-30 22:33:06,0.0
1,2021-07-30 23:32:06,0.24
1,2021-07-30 23:44:06,0.0
1,2021-07-31 00:01:06,0.242
1,2021-07-31 00:13:06,0.0
1,2021-07-31 00:35:06,0.335
1,2021-07-31 00:36:06,0.735
1,2021-07-31 00:40:06,0.335
1,2021-07-31 00:48:06,0.0
